CUSTOMER,NUMBER_OF_LATE_PAYMENTS,NUMBER_OF_CREDIT_APPLICATIONS,DECLARED_BANKRUPTCY_IN_PAST_7_YRS,AVERAGE_MONTHLY_FEE,CREDIT_SCORE,SATISFACTION,DEFAULT,AVERAGE_CASH_BALANCE,AGE,AGE_RANGE,GENDER,NUMBER_OF_PRODUCTS,CUST_ACQUISITION_YEAR,NO_OF_UNIQUE_PRODUCTS,NO_OF_UNIQUE_PRODUCTS_GROUPED,EQUITIES_BALANCE,INITIAL_MORTGAGE_AMT,ADDRESS_CHANGES,HOUSEHOLD_ID,CLIENTS_IN_HOUSEHOLD,AVERAGE_CREDIT_CARD_BALANCE,CUSTOMER_TYPE,HOME_BRANCH_CITY,HOME_BRANCH_STATE,SALESPERSON,CHURN,COUNT,BANKID
ID8891,82,70,No,133,948,2,1,1K,34,30-39,Female,2,2007,23,21 to 30,9000,Less than 150K,0,7891,1,8000,Personal,Cincinnati OH,Kentucky,ID20,yes,1,N
ID8892,0,6,No,138,910,2,1,1K,30,30-39,Female,1,2010,16,11 to 20,12000,Less than 150K,2,7892,2,3000,Personal,Louisville KY,Kentucky,ID21,yes,1,N
ID8893,0,0,No,139,910,3,0,25K,71,70-79,Male,1,2008,46,41 to 50,9000,Less than 150K,0,7893,1,8000,Personal,Louisville KY,Kentucky,ID11,no,1,N
ID8894,0,0,No,133,948,3,1,1K,50,50-59,Male,2,2004,47,41 to 50,3000,Less than 150K,0,7894,1,1500,Personal,Cincinnati OH,Kentucky,ID9,no,1,N
ID8895,0,32,No,144,910,2,0,1K,55,50-59,Female,1,2012,15,11 to 20,3000,Less than 150K,0,7895,1,7500,Personal,Louisville KY,Kentucky,ID11,yes,1,N
ID8896,7,15,No,150,948,2,0,1K,73,70-79,Male,1,2003,20,11 to 20,10000,Less than 150K,0,7896,1,4500,Personal,Cincinnati OH,Kentucky,ID9,yes,1,N
ID8897,0,10,No,134,948,4,0,1K,43,40-49,Female,1,2005,17,11 to 20,21000,300K+,1,7897,1,3000,Small Business,Cincinnati OH,Kentucky,ID21,yes,1,N
ID8898,0,6,No,133,910,2,0,1K,85,80+,Male,1,2011,40,31 to 40,1000,Less than 150K,0,7898,1,8000,Small Business,Louisville KY,Kentucky,ID11,yes,1,N
ID8899,0,0,No,156,1020,4,0,10K,38,30-39,Female,2,2011,12,11 to 20,26000,300K+,1,7899,1,0,Corporate,Indianapolis IN,Indiana,ID9,no,1,N
ID9972,0,0,No,95,725,4,1,1K,37,30-39,Female,1,2003,10,11 to 20,10000,300K+,2,8972,2,9000,Personal,Newark NJ,New Jersey,ID12,no,1,N
ID9973,88,76,No,100,725,5,1,1K,63,60-69,Male,1,2009,48,41 to 50,7000,300K+,0,8973,1,19500,Personal,Newark NJ,New Jersey,ID9,yes,1,N
ID9974,0,0,No,97,725,2,0,1K,62,60-69,Male,1,2008,13,11 to 20,10000,300K+,0,8974,1,7500,Personal,Newark NJ,New Jersey,ID14,no,1,N
ID9975,,,Yes,,725,2,0,10K,37,30-39,Female,1,2008,33,31 to 40,5000,300K+,1,8975,1,12500,Personal,Newark NJ,New Jersey,ID18,no,1,N
ID9976,3,2,No,95,799,4,1,1K,49,40-49,Female,2,2005,0,0,3000,300K+,0,8976,1,6900,Personal,Newark NJ,New Jersey,ID18,no,1,N
ID9977,,,Yes,,725,4,0,1K,19,0-19,Female,1,2010,13,11 to 20,3000,300K+,0,8977,1,1500,Personal,Newark NJ,New Jersey,ID13,no,1,N
ID9978,212,214,No,105,725,4,1,25K,61,60-69,Female,1,2008,3,1 to 10,2000,150K - 300K,0,8978,1,6000,Personal,Newark NJ,New Jersey,ID9,yes,1,N
ID9979,0,8,No,117,725,4,0,25K,53,50-59,Male,1,2008,0,0,3000,150K - 300K,1,8979,1,7500,Personal,Newark NJ,New Jersey,ID12,yes,1,N
ID9980,152,181,No,112,725,3,1,1K,52,50-59,Male,0,2004,31,31 to 40,8000,150K - 300K,0,8980,1,0,Personal,Newark NJ,New Jersey,ID14,yes,1,N
ID9981,81,85,No,105,725,4,1,25K,58,50-59,Female,2,2003,32,31 to 40,2000,150K - 300K,0,8981,1,5500,Personal,Newark NJ,New Jersey,ID14,yes,1,N
ID9982,0,0,No,116,725,4,0,1K,46,40-49,Male,2,2006,36,31 to 40,4000,150K - 300K,0,8982,1,6000,Personal,Newark NJ,New Jersey,ID14,no,1,N
ID9983,,,Yes,,799,3,1,1K,43,40-49,Female,1,2004,27,21 to 30,9000,150K - 300K,2,8983,2,2500,Personal,Newark NJ,New Jersey,ID19,no,1,N
ID9984,30,4,No,91,725,3,0,1K,66,60-69,Female,1,2012,25,21 to 30,3000,Less than 150K,0,8984,1,9500,Personal,Newark NJ,New Jersey,ID18,no,1,N
ID9985,128,112,No,95,725,2,0,1K,33,30-39,Female,2,2012,41,41 to 50,3000,Less than 150K,3,8985,3,3000,Personal,Newark NJ,New Jersey,ID14,yes,1,N
ID9986,0,0,No,91,725,2,0,1K,38,30-39,Female,0,2005,19,11 to 20,40000,Less than 150K,3,8986,3,7500,Personal,Newark NJ,New Jersey,ID18,no,1,N
ID9987,0,0,No,106,725,3,0,1K,70,70-79,Female,1,2006,33,31 to 40,8000,Less than 150K,0,8987,1,13000,Personal,Newark NJ,New Jersey,ID14,no,1,N
ID9988,0,0,No,107,725,2,1,1K,44,40-49,Male,0,2003,46,41 to 50,38000,Less than 150K,1,8988,1,2000,Personal,Newark NJ,New Jersey,ID9,no,1,N
ID9989,0,0,No,93,799,3,0,5K,32,30-39,Female,1,2008,2,1 to 10,50000,Less than 150K,1,8989,1,3000,Personal,Newark NJ,New Jersey,ID19,no,1,N
ID9990,0,0,No,96,799,3,1,1K,77,70-79,Female,1,2004,40,41 to 50,4000,Less than 150K,0,8990,1,9500,Personal,Newark NJ,New Jersey,ID19,no,1,N
ID9991,0,0,No,100,799,3,0,1K,52,50-59,Male,2,2003,40,41 to 50,3000,Less than 150K,0,8991,1,9500,Personal,Newark NJ,New Jersey,ID19,no,1,N
ID9992,56,70,No,95,799,2,0,10K,60,60-69,Female,2,2010,36,31 to 40,10000,Less than 150K,0,8992,1,6500,Personal,Newark NJ,New Jersey,ID19,yes,1,N
ID9993,108,97,No,105,725,4,1,25K,42,40-49,Female,0,2007,6,1 to 10,11000,300K+,1,8993,1,5500,Small Business,Newark NJ,New Jersey,ID14,yes,1,N
ID9994,0,0,No,101,799,2,0,1K,73,70-79,Female,1,2003,39,31 to 40,2000,Less than 150K,0,8994,1,9000,Small Business,Newark NJ,New Jersey,ID18,no,1,N
ID9995,0,0,No,41,228,4,1,1K,72,70-79,Male,1,2011,4,1 to 10,10000,300K+,3,8995,3,5000,Personal,Minneapolis MN,Minnesota,ID17,no,1,N
ID9996,0,0,No,51,297,4,1,1K,32,30-39,Female,1,2009,32,31 to 40,2000,300K+,1,8996,1,6500,Personal,Minneapolis MN,Minnesota,ID19,no,1,N
ID9997,0,0,No,44,228,3,1,1K,28,20-29,Female,2,2007,13,11 to 20,29000,300K+,1,8997,1,2000,Personal,Minneapolis MN,Minnesota,ID13,no,1,N
ID9998,202,186,No,40,228,4,1,1K,45,40-49,Male,1,2008,14,11 to 20,5000,300K+,0,8998,1,4500,Personal,Minneapolis MN,Minnesota,ID12,yes,1,N
ID9999,0,0,No,42,228,4,0,25K,53,50-59,Male,1,2010,23,21 to 30,1000,300K+,1,8999,1,1500,Personal,Minneapolis MN,Minnesota,ID12,no,1,N
ID8949,72,58,No,87,594,5,1,25K,41,40-49,Male,2,2006,17,11 to 20,21000,300K+,1,7949,1,3000,Personal,Atlanta GA,Georgia,ID13,yes,1,N
ID8950,0,0,No,95,594,4,0,1K,54,50-59,Male,1,2010,22,21 to 30,7000,300K+,0,7950,1,6000,Personal,Atlanta GA,Georgia,ID17,no,1,N
ID8951,0,0,No,89,594,4,1,10K,37,30-39,Male,1,2007,16,11 to 20,38000,300K+,4,7951,4,12000,Personal,Atlanta GA,Georgia,ID13,no,1,N
ID8952,0,0,No,97,594,4,0,1K,34,30-39,Male,2,2005,7,1 to 10,31000,300K+,2,7952,2,18500,Personal,Atlanta GA,Georgia,ID16,no,1,N
ID8953,0,0,No,78,594,4,1,10K,62,60-69,Male,1,2011,38,31 to 40,6000,300K+,0,7953,1,12000,Personal,Atlanta GA,Georgia,ID16,no,1,N
ID8954,0,0,No,94,594,4,0,1K,34,30-39,Female,1,2003,10,11 to 20,24000,300K+,1,7954,1,4500,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8955,0,4,No,97,594,4,1,1K,37,30-39,Female,1,2008,33,31 to 40,4000,300K+,1,7955,1,5000,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8956,0,0,No,92,594,4,1,1K,25,20-29,Female,2,2003,7,1 to 10,23000,300K+,1,7956,1,2000,Personal,Atlanta GA,Georgia,ID13,no,1,N
ID8957,0,0,No,97,594,3,0,1K,47,40-49,Male,2,2004,13,11 to 20,3000,300K+,0,7957,1,9000,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8958,20,16,No,96,594,5,0,5K,50,50-59,Male,1,2004,23,21 to 30,9000,300K+,2,7958,2,15500,Personal,Atlanta GA,Georgia,ID16,yes,1,N
ID8959,2,0,No,93,594,4,0,25K,39,30-39,Male,2,2010,17,11 to 20,10000,300K+,0,7959,1,12000,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8960,0,0,No,88,594,4,1,25K,33,30-39,Male,1,2009,27,21 to 30,21000,300K+,2,7960,2,6000,Personal,Atlanta GA,Georgia,ID17,no,1,N
ID8961,0,0,No,86,594,3,1,25K,49,40-49,Female,2,2008,3,1 to 10,21000,300K+,1,7961,1,10500,Personal,Atlanta GA,Georgia,ID13,no,1,N
ID8962,0,6,No,91,594,3,1,1K,28,20-29,Female,1,2004,6,1 to 10,7000,300K+,1,7962,1,6000,Personal,Atlanta GA,Georgia,ID16,yes,1,N
ID8963,0,4,No,100,594,4,1,25K,42,40-49,Male,1,2003,41,41 to 50,11000,300K+,3,7963,3,6000,Personal,Atlanta GA,Georgia,ID13,no,1,N
ID8964,0,3,No,104,594,3,1,1K,16,0-19,Female,2,2007,18,11 to 20,9000,150K - 300K,1,7964,1,4000,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8965,0,0,No,94,594,5,1,10K,56,50-59,Male,1,2005,3,1 to 10,1000,Less than 150K,0,7965,1,13000,Personal,Atlanta GA,Georgia,ID13,no,1,N
ID8966,0,0,No,96,594,3,0,1K,28,20-29,Female,1,2009,13,11 to 20,24000,Less than 150K,2,7966,2,16000,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8967,0,0,No,102,594,2,1,1K,85,80+,Male,2,2009,37,31 to 40,7000,Less than 150K,0,7967,1,6000,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8968,0,11,No,106,594,3,0,25K,74,70-79,Male,1,2005,24,21 to 30,7000,Less than 150K,0,7968,1,10500,Personal,Atlanta GA,Georgia,ID7,yes,1,N
ID8969,0,0,No,85,594,3,0,1K,77,70-79,Male,2,2006,51,51 to 60,10000,Less than 150K,0,7969,1,4500,Personal,Atlanta GA,Georgia,ID17,no,1,N
ID8970,5,20,No,97,594,1,1,1K,43,40-49,Male,1,2005,22,21 to 30,9000,Less than 150K,1,7970,1,7000,Personal,Atlanta GA,Georgia,ID16,yes,1,N
ID8971,0,0,No,85,594,3,0,1K,53,50-59,Female,2,2010,19,11 to 20,9000,Less than 150K,1,7971,1,4500,Personal,Atlanta GA,Georgia,ID7,no,1,N
ID8972,0,0,No,89,594,3,1,1K,73,70-79,Female,1,2012,48,41 to 50,5000,Less than 150K,0,7972,1,5500,Personal,Atlanta GA,Georgia,ID17,no,1,N
ID8973,0,0,No,97,594,5,0,25K,59,50-59,Female,1,2008,0,0,6000,300K+,0,7973,1,5000,Small Business,Atlanta GA,Georgia,ID16,no,1,N
ID8974,0,7,No,101,594,4,1,25K,29,20-29,Male,1,2003,24,21 to 30,37000,300K+,1,7974,1,7000,Small Business,Atlanta GA,Georgia,ID17,yes,1,N
ID8975,0,0,No,95,594,2,1,1K,54,50-59,Female,1,2004,0,0,5000,300K+,1,7975,1,2000,Small Business,Atlanta GA,Georgia,ID17,no,1,N
ID8976,0,1,No,97,594,2,0,1K,69,60-69,Female,1,2012,13,11 to 20,7000,Less than 150K,0,7976,1,16500,Small Business,Atlanta GA,Georgia,ID13,no,1,N
ID8977,0,0,No,91,594,2,1,1K,52,50-59,Female,1,2006,18,11 to 20,3000,Less than 150K,0,7977,1,6000,Small Business,Atlanta GA,Georgia,ID7,no,1,N
ID8978,0,0,No,89,594,2,1,1K,17,0-19,Male,1,2009,22,21 to 30,9000,Less than 150K,2,7978,2,13500,Small Business,Atlanta GA,Georgia,ID7,no,1,N
ID8979,141,129,No,90,594,3,1,1K,23,20-29,Female,2,2010,15,11 to 20,6000,150K - 300K,1,7979,1,4500,Small Business,Atlanta GA,Georgia,ID16,yes,1,N
ID8980,0,0,No,23,125,4,0,1K,49,40-49,Female,1,2003,2,1 to 10,1000,300K+,0,7980,1,0,Corporate,Miami FL,Florida,ID19,no,1,N
ID8981,0,0,No,78,530,4,1,1K,55,50-59,Female,1,2008,33,31 to 40,8000,300K+,0,7981,1,2500,Corporate,Miami FL,Florida,ID17,no,1,N
ID8982,46,45,No,54,294,4,0,1K,60,60-69,Female,1,2011,28,21 to 30,3000,300K+,2,7982,2,7000,Corporate,Gainesville FL,Florida,ID19,yes,1,N
ID8983,0,0,No,48,294,5,1,10K,36,30-39,Male,1,2007,6,1 to 10,18000,300K+,2,7983,2,5000,Corporate,Gainesville FL,Florida,ID11,no,1,N
ID8984,0,1,No,60,402,5,0,1K,46,40-49,Male,1,2006,1,1 to 10,16000,300K+,3,7984,3,5000,Corporate,Miami FL,Florida,ID8,no,1,N
ID8985,0,0,No,51,335,4,0,1K,56,50-59,Female,1,2007,15,11 to 20,7000,300K+,0,7985,1,12000,Corporate,Miami FL,Florida,ID15,no,1,N
ID8986,0,0,No,25,125,5,1,5K,60,60-69,Female,1,2003,4,1 to 10,4000,300K+,0,7986,1,3500,Corporate,Miami FL,Florida,ID14,no,1,N
ID8987,17,11,No,54,335,4,0,10K,26,20-29,Female,1,2009,29,21 to 30,9000,300K+,0,7987,1,5500,Corporate,Jacksonville FL,Florida,ID11,yes,1,N
ID8988,0,0,No,88,530,5,0,25K,53,50-59,Female,1,2006,0,1 to 10,7000,300K+,0,7988,1,7500,Corporate,Pensacola FL,Florida,ID15,no,1,N
ID8989,0,0,No,49,294,3,1,25K,25,20-29,Male,2,2012,0,0,7000,300K+,0,7989,1,6000,Corporate,Miami FL,Florida,ID6,no,1,N
ID8990,0,0,No,31,125,4,0,1K,28,20-29,Male,2,2005,17,11 to 20,7000,300K+,0,7990,1,2000,Corporate,Miami FL,Florida,ID17,no,1,N
ID8991,0,1,No,52,335,4,1,1K,46,40-49,Male,1,2004,16,11 to 20,7000,300K+,0,7991,1,5900,Corporate,Jacksonville FL,Florida,ID16,no,1,N
ID8992,0,2,No,34,125,4,1,25K,36,30-39,Male,1,2009,20,11 to 20,47000,300K+,2,7992,2,6000,Corporate,Miami FL,Florida,ID6,no,1,N
ID8993,0,0,No,53,335,3,0,1K,49,40-49,Female,2,2005,32,31 to 40,8000,300K+,0,7993,1,4500,Corporate,Jacksonville FL,Florida,ID7,no,1,N
ID8994,0,0,No,58,335,4,1,1K,41,40-49,Male,1,2006,29,21 to 30,3000,300K+,0,7994,1,4500,Corporate,Jacksonville FL,Florida,ID11,no,1,N
ID8995,0,31,No,65,402,3,0,1K,41,40-49,Female,1,2009,11,11 to 20,11000,300K+,3,7995,3,1500,Corporate,Tallahassee FL,Florida,ID7,yes,1,N
ID8996,4,0,No,59,402,4,1,1K,24,20-29,Male,1,2007,5,1 to 10,8000,300K+,1,7996,1,1500,Corporate,Miami FL,Florida,ID11,no,1,N
ID8997,0,0,No,51,294,3,1,1K,59,50-59,Female,1,2008,11,11 to 20,8000,300K+,0,7997,1,10000,Corporate,Miami FL,Florida,ID6,no,1,N
ID8998,0,0,No,61,402,4,0,1K,42,40-49,Female,1,2004,19,11 to 20,9000,300K+,0,7998,1,3000,Corporate,Miami FL,Florida,ID7,no,1,N
ID8999,0,0,No,25,125,2,0,1K,40,40-49,Female,1,2007,2,1 to 10,15000,300K+,3,7999,3,1000,Corporate,Miami FL,Florida,ID17,no,1,N
ID9000,0,1,No,76,530,3,0,1K,43,40-49,Female,1,2004,3,1 to 10,21000,300K+,2,8000,2,6500,Corporate,Miami FL,Florida,ID17,no,1,N
ID9001,0,0,No,79,530,3,0,1K,22,20-29,Female,2,2008,31,31 to 40,9000,300K+,0,8001,1,1500,Corporate,Miami FL,Florida,ID12,no,1,N
ID9002,0,0,No,28,125,4,0,1K,23,20-29,Female,2,2010,16,11 to 20,28000,150K - 300K,1,8002,1,10000,Corporate,Key West FL,Florida,ID8,no,1,N
ID9003,0,0,No,61,402,5,1,10K,39,30-39,Male,1,2012,0,0,36000,150K - 300K,1,8003,1,10500,Corporate,Miami FL,Florida,ID11,no,1,N
ID9004,0,0,No,66,402,4,1,25K,28,20-29,Female,2,2012,11,11 to 20,10000,150K - 300K,0,8004,1,6500,Corporate,Miami FL,Florida,ID19,no,1,N
ID9005,0,2,No,54,335,3,0,1K,58,50-59,Male,1,2003,17,11 to 20,3000,Less than 150K,0,8005,1,0,Corporate,Jacksonville FL,Florida,ID11,no,1,N
ID9006,0,7,No,56,335,3,0,1K,34,30-39,Female,2,2010,4,1 to 10,8000,Less than 150K,1,8006,1,4500,Corporate,Jacksonville FL,Florida,ID11,yes,1,N
ID9007,0,0,No,26,125,4,1,25K,51,50-59,Female,1,2003,38,31 to 40,7000,Less than 150K,0,8007,1,10500,Corporate,Miami FL,Florida,ID11,no,1,N
ID9008,0,0,No,49,294,2,1,1K,56,50-59,Female,1,2012,23,21 to 30,4000,Less than 150K,0,8008,1,5000,Corporate,Gainesville FL,Florida,ID19,no,1,N
ID9009,0,0,No,28,125,3,0,1K,49,40-49,Male,2,2006,21,21 to 30,6000,Less than 150K,0,8009,1,12000,Corporate,Miami FL,Florida,ID9,no,1,N
ID9010,6,0,No,54,335,4,0,1K,48,40-49,Female,2,2012,0,0,7000,300K+,1,8010,1,3000,Personal,Jacksonville FL,Florida,ID11,no,1,N
ID9011,0,0,No,27,125,4,1,1K,55,50-59,Male,1,2009,6,1 to 10,6000,300K+,0,8011,1,5000,Personal,Key West FL,Florida,ID9,no,1,N
ID9012,0,,No,,335,4,1,25K,61,60-69,Female,1,2008,11,11 to 20,7000,300K+,0,8012,1,13500,Personal,Jacksonville FL,Florida,ID16,no,1,N
ID9013,0,0,No,56,335,4,0,1K,43,40-49,Female,1,2012,2,1 to 10,30000,300K+,2,8013,2,9000,Personal,Miami FL,Florida,ID8,no,1,N
ID9014,0,0,No,63,402,3,1,1K,59,50-59,Female,2,2003,20,11 to 20,3000,300K+,0,8014,1,2000,Personal,Tallahassee FL,Florida,ID7,no,1,N
ID9015,33,45,No,60,335,4,0,1K,32,30-39,Male,1,2003,46,41 to 50,10000,300K+,1,8015,1,0,Personal,Miami FL,Florida,ID19,yes,1,N
ID9016,0,0,No,29,125,4,0,1K,27,20-29,Female,2,2010,6,1 to 10,8000,300K+,2,8016,2,0,Personal,Key West FL,Florida,ID15,no,1,N
ID9017,0,0,No,51,294,5,0,25K,58,50-59,Female,2,2006,19,11 to 20,4000,300K+,0,8017,1,14200,Personal,Miami FL,Florida,ID6,no,1,N
ID9018,0,0,No,79,530,4,0,1K,28,20-29,Male,2,2004,21,21 to 30,4000,300K+,2,8018,2,6000,Personal,Miami FL,Florida,ID12,no,1,N
ID9019,0,0,No,54,335,4,1,1K,21,20-29,Female,2,2012,10,11 to 20,32000,300K+,2,8019,2,6100,Personal,Jacksonville FL,Florida,ID7,no,1,N
ID9020,0,0,No,54,335,4,0,25K,27,20-29,Female,2,2004,11,11 to 20,15000,300K+,1,8020,1,11500,Personal,Miami FL,Florida,ID13,no,1,N
ID9021,0,0,No,54,335,4,0,1K,55,50-59,Male,1,2012,14,11 to 20,9000,300K+,0,8021,1,7500,Personal,Jacksonville FL,Florida,ID21,no,1,N
ID9022,0,0,No,53,335,4,1,1K,60,60-69,Female,2,2005,19,11 to 20,9000,300K+,0,8022,1,7500,Personal,Miami FL,Florida,ID6,no,1,N
ID9023,0,0,No,47,335,4,0,1K,50,50-59,Male,1,2012,7,1 to 10,6000,300K+,0,8023,1,6000,Personal,Jacksonville FL,Florida,ID22,no,1,N
ID9024,0,0,No,64,402,5,0,25K,34,30-39,Female,1,2008,4,1 to 10,15000,300K+,2,8024,2,7500,Personal,Miami FL,Florida,ID8,no,1,N
ID9025,0,0,No,64,402,4,1,1K,48,40-49,Male,2,2006,38,31 to 40,4000,300K+,1,8025,1,2000,Personal,Tallahassee FL,Florida,ID21,no,1,N
ID9026,0,0,No,53,294,4,0,1K,55,50-59,Male,1,2009,40,31 to 40,6000,300K+,0,8026,1,9000,Personal,Gainesville FL,Florida,ID11,no,1,N
ID9027,0,0,No,30,125,4,0,1K,43,40-49,Male,1,2004,9,1 to 10,2000,300K+,0,8027,1,4500,Personal,Key West FL,Florida,ID17,no,1,N
ID9028,0,0,No,30,125,4,1,10K,42,40-49,Male,1,2011,16,11 to 20,9000,300K+,0,8028,1,7000,Personal,Miami FL,Florida,ID6,no,1,N
ID9029,0,0,No,31,125,4,0,25K,53,50-59,Female,1,2008,13,11 to 20,2000,300K+,0,8029,1,10500,Personal,Key West FL,Florida,ID12,no,1,N
ID9030,0,0,No,26,125,3,0,1K,38,30-39,Female,1,2003,14,11 to 20,9000,300K+,1,8030,1,0,Personal,Key West FL,Florida,ID9,no,1,N
ID9031,0,8,No,71,335,4,0,1K,57,50-59,Female,0,2004,48,41 to 50,1000,300K+,0,8031,1,4000,Personal,Miami FL,Florida,ID15,yes,1,N
ID9032,0,0,No,52,294,4,1,1K,58,50-59,Female,3,2005,18,11 to 20,10000,300K+,0,8032,1,2200,Personal,Gainesville FL,Florida,ID11,no,1,N
ID9033,5,4,No,83,530,4,1,1K,26,20-29,Female,3,2004,9,1 to 10,39000,300K+,3,8033,3,3000,Personal,Miami FL,Florida,ID7,no,1,N
ID9034,0,0,No,28,125,4,1,25K,37,30-39,Female,1,2007,0,0,12000,300K+,1,8034,1,5500,Personal,Key West FL,Florida,ID15,no,1,N
ID9035,0,0,No,82,530,4,1,1K,48,40-49,Male,2,2006,22,21 to 30,7000,300K+,2,8035,2,4000,Personal,Pensacola FL,Florida,ID20,no,1,N
ID9036,0,0,No,56,335,4,0,1K,47,40-49,Male,1,2005,29,21 to 30,10000,300K+,1,8036,1,10500,Personal,Jacksonville FL,Florida,ID21,no,1,N
ID9037,23,45,No,74,402,4,1,25K,31,30-39,Male,1,2012,27,21 to 30,19000,300K+,1,8037,1,4500,Personal,Miami FL,Florida,ID8,yes,1,N
ID9038,0,0,No,55,335,5,0,25K,38,30-39,Female,1,2011,8,1 to 10,8000,300K+,1,8038,1,13500,Personal,Jacksonville FL,Florida,ID21,no,1,N
ID9039,0,0,No,26,125,5,1,25K,47,40-49,Male,2,2003,4,1 to 10,2000,300K+,0,8039,1,5000,Personal,Key West FL,Florida,ID12,no,1,N
ID9040,12,8,No,29,125,4,1,1K,63,60-69,Female,1,2004,24,21 to 30,7000,300K+,0,8040,1,4000,Personal,Key West FL,Florida,ID20,yes,1,N
ID9041,24,23,No,49,294,4,1,10K,29,20-29,Male,1,2005,27,21 to 30,2000,300K+,1,8041,1,6000,Personal,Gainesville FL,Florida,ID19,yes,1,N
ID9042,0,0,No,66,402,4,1,10K,34,30-39,Female,1,2003,31,31 to 40,6000,300K+,2,8042,2,12000,Personal,Tallahassee FL,Florida,ID10,no,1,N
ID9043,0,0,No,28,125,4,0,25K,45,40-49,Male,1,2007,0,0,9000,300K+,1,8043,1,1500,Personal,Key West FL,Florida,ID20,no,1,N
ID9044,0,0,No,79,530,4,1,10K,46,40-49,Female,2,2009,17,11 to 20,10000,300K+,0,8044,1,3000,Personal,Miami FL,Florida,ID12,no,1,N
ID9045,0,0,No,54,335,4,1,25K,43,40-49,Female,2,2011,2,1 to 10,11000,300K+,3,8045,3,9000,Personal,Jacksonville FL,Florida,ID16,no,1,N
ID9046,0,0,No,76,530,4,1,25K,43,40-49,Female,2,2003,2,1 to 10,10000,300K+,2,8046,2,5000,Personal,Miami FL,Florida,ID7,no,1,N
ID9047,26,24,No,64,402,4,0,1K,30,30-39,Female,2,2007,9,1 to 10,10000,300K+,1,8047,1,13500,Personal,Tallahassee FL,Florida,ID21,yes,1,N
ID9048,0,3,No,59,335,4,0,1K,45,40-49,Female,1,2005,38,31 to 40,9000,300K+,1,8048,1,1800,Personal,Jacksonville FL,Florida,ID18,no,1,N
ID9049,5,0,No,80,530,4,0,1K,53,50-59,Male,0,2012,0,0,8000,300K+,4,8049,4,0,Personal,Miami FL,Florida,ID12,no,1,N
ID9050,23,17,No,77,530,4,0,1K,48,40-49,Female,2,2007,15,11 to 20,2000,300K+,0,8050,1,5500,Personal,Miami FL,Florida,ID17,yes,1,N
ID9051,0,5,No,28,125,4,0,1K,32,30-39,Female,0,2007,32,31 to 40,2000,300K+,1,8051,1,0,Personal,Miami FL,Florida,ID14,no,1,N
ID9052,0,0,No,31,125,4,1,1K,30,30-39,Male,1,2007,36,31 to 40,8000,300K+,1,8052,1,6000,Personal,Miami FL,Florida,ID11,no,1,N
ID9053,0,0,No,56,335,4,1,1K,44,40-49,Female,1,2010,4,1 to 10,13000,300K+,4,8053,4,4500,Personal,Jacksonville FL,Florida,ID21,no,1,N
ID9054,3,3,No,62,402,5,1,10K,38,30-39,Female,1,2009,8,1 to 10,12000,300K+,2,8054,2,4500,Personal,Tallahassee FL,Florida,ID20,no,1,N
ID9055,0,0,No,87,530,5,1,5K,60,60-69,Female,2,2006,5,1 to 10,9000,300K+,0,8055,1,7500,Personal,Pensacola FL,Florida,ID15,no,1,N
ID9056,6,8,No,29,125,4,0,25K,34,30-39,Male,2,2003,32,31 to 40,9000,300K+,0,8056,1,6000,Personal,Key West FL,Florida,ID8,yes,1,N
ID9057,0,0,No,55,335,4,0,1K,42,40-49,Male,2,2003,19,11 to 20,8000,300K+,0,8057,1,10500,Personal,Miami FL,Florida,ID15,no,1,N
ID9058,0,0,No,65,402,4,1,1K,37,30-39,Male,0,2006,23,21 to 30,9000,300K+,0,8058,1,10500,Personal,Tallahassee FL,Florida,ID21,no,1,N
ID9059,0,0,No,62,402,4,1,1K,32,30-39,Female,1,2007,32,31 to 40,15000,300K+,2,8059,2,3000,Personal,Miami FL,Florida,ID7,no,1,N
ID9060,0,0,No,30,125,5,1,25K,50,50-59,Male,1,2007,0,0,23000,300K+,1,8060,1,8500,Personal,Miami FL,Florida,ID9,no,1,N
ID9061,0,3,No,38,125,4,1,25K,45,40-49,Female,1,2009,15,11 to 20,5000,300K+,0,8061,1,13000,Personal,Key West FL,Florida,ID12,no,1,N
ID9062,0,0,No,88,530,4,0,1K,49,40-49,Female,1,2009,3,1 to 10,1000,300K+,0,8062,1,3000,Personal,Pensacola FL,Florida,ID10,no,1,N
ID9063,0,1,No,56,294,4,1,1K,54,50-59,Male,1,2009,4,1 to 10,37000,300K+,1,8063,1,4500,Personal,Miami FL,Florida,ID13,no,1,N
ID9064,71,69,No,64,402,2,1,1K,80,80+,Female,1,2011,35,31 to 40,8000,300K+,0,8064,1,16200,Personal,Tallahassee FL,Florida,ID17,yes,1,N
ID7312,0,14,No,46,315,4,0,1K,22,20-29,Female,2,2007,18,11 to 20,14000,300K+,1,6312,1,1500,Personal,Cleveland OH,Ohio,ID21,yes,1,N
